p_lo,p_hi,theta_lo,theta_hi,threshold,n_label,eff_K,C_pi,C_p,n_accepted
0.5,1.4,15.0,25.0,0.5,418763,0.9399207465166816,0.09203759660642687,0.007759721852223748,292794
0.5,1.4,15.0,25.0,0.51,418763,0.939191373852366,0.09116111545667874,0.0077136042106559985,292211
0.5,1.4,15.0,25.0,0.52,418763,0.9384995977171388,0.09042745070889553,0.007642381789942502,291663
0.5,1.4,15.0,25.0,0.53,418763,0.9378754953342707,0.08970887674152138,0.00758710226960488,291152
0.5,1.4,15.0,25.0,0.54,418763,0.9370709296117783,0.08899716001505886,0.00752997535894718,290572
0.5,1.4,15.0,25.0,0.55,418763,0.9362814025009211,0.08839861924058232,0.007471280219552895,290044
0.5,1.4,15.0,25.0,0.56,418763,0.9355257122662436,0.08759469349740762,0.007415034621923071,289412
0.5,1.4,15.0,25.0,0.5700000000000001,418763,0.9348000992548368,0.08690957966405441,0.007386357736465555,288911
0.5,1.4,15.0,25.0,0.5800000000000001,418763,0.9337473964403606,0.08607175712971481,0.0073188760371878025,288159
0.5,1.4,15.0,25.0,0.59,418763,0.9329729079411389,0.08538257408226449,0.007259906747749533,287607
0.5,1.4,15.0,25.0,0.6,418763,0.9322209773593702,0.08460484880256654,0.007217952916094781,287062
0.5,1.4,15.0,25.0,0.61,418763,0.9312773044792505,0.08394538501934157,0.007184073558210893,286467
0.5,1.4,15.0,25.0,0.62,418763,0.9303261122933131,0.0832333022125402,0.007108648272339592,285849
0.5,1.4,15.0,25.0,0.63,418763,0.9294237955951906,0.08251807425661734,0.007060844566760741,285235
0.5,1.4,15.0,25.0,0.64,418763,0.9283410155574437,0.08173981599244334,0.007017284939718817,284583
0.5,1.4,15.0,25.0,0.65,418763,0.9273334285778737,0.08097977554883229,0.006987293269095315,283944
0.5,1.4,15.0,25.0,0.66,418763,0.9262017730523118,0.08007557963681446,0.006945180037991936,283218
0.5,1.4,15.0,25.0,0.67,418763,0.9251340316262002,0.07914511746963154,0.006897869765104353,282551
0.5,1.4,15.0,25.0,0.68,418763,0.9239760585302765,0.0782453126699497,0.0068364363966623145,281872
0.5,1.4,15.0,25.0,0.6900000000000001,418763,0.9225248325074629,0.07724272793937913,0.00676555793609555,280982
0.5,1.4,15.0,25.0,0.7000000000000001,418763,0.921107443360829,0.07624265229866639,0.006700077816567076,280146
0.5,1.4,15.0,25.0,0.7100000000000001,418763,0.9193479257994902,0.07512679987745516,0.006673233634816871,279175
0.5,1.4,15.0,25.0,0.72,418763,0.9177500733132318,0.07404808326948024,0.006612140464862223,278276
0.5,1.4,15.0,25.0,0.73,418763,0.9158815258175366,0.07271488441671647,0.006540120918286365,277212
0.5,1.4,15.0,25.0,0.74,418763,0.9138851501229407,0.07147741119756751,0.006475398555710881,276122
0.5,1.4,15.0,25.0,0.75,418763,0.9115842425427284,0.07008541108157966,0.006409416968585854,274908
0.5,1.4,15.0,25.0,0.76,418763,0.9096668195592182,0.06869462128851972,0.006304447082458223,273775
0.5,1.4,15.0,25.0,0.77,418763,0.906790685083953,0.06721944843002502,0.0062313875394281225,272331
0.5,1.4,15.0,25.0,0.78,418763,0.9043017948582986,0.06572926781899398,0.006183475068715527,271045
0.5,1.4,15.0,25.0,0.79,418763,0.9016963553924702,0.06449662597027733,0.0061263518371643105,269818
0.5,1.4,15.0,25.0,0.8,418763,0.8986811137595777,0.0630639458768746,0.006017250693939902,268395
0.5,1.4,15.0,25.0,0.81,418763,0.8957485844906798,0.0615822724981094,0.005921437025273787,266996
0.5,1.4,15.0,25.0,0.8200000000000001,418763,0.8923122617319968,0.05992814959460369,0.005818488775667863,265361
0.5,1.4,15.0,25.0,0.8300000000000001,418763,0.8881728838793602,0.05808473481495658,0.005750398542473241,263460
